policy_id,customer_id,agent_id,policy_type,policy_subtype,effective_date,expiration_date,renewal_date,policy_term_years,annual_premium,monthly_premium,payment_frequency,payment_method,coverage_level,policy_status,underwriting_grade,underwriting_score,is_loyalty_member,bundle_discount,discount_percentage,total_discount_amount,net_premium,auto_renewal,last_modified_date,policy_notes
POL005277,19d36b01-5aac-48df-9ef0-11430553fd28,AG0008,Professional Liability,Consulting,2022-12-16,2023-12-16,2025-12-15,1.0,2735.02,227.92,Quarterly,Credit Card,43,Cancelled,A+,81,True,True,15,410.25,2324.77,False,2023-06-25,
POL005278,3ddbc55d-4385-4c0f-aac5-e9a4cb0c4e6e,AG0146,Renters,Custom,2021-01-17,2021-07-18,2025-07-18,0.5,747.2,62.27,Quarterly,Check,69,Active,D,81,False,True,5,37.36,709.84,True,2025-01-25,
POL005279,cdfe5671-66be-4ba3-94ef-61e24c8613b8,AG0098,Commercial,Workers Comp,2021-08-22,2022-08-22,2025-08-21,1.0,7462.28,621.86,Monthly,Check,81,Active,C+,59,False,True,10,746.23,6716.05,False,2024-10-20,
POL005280,df81ae9f-3209-4f9c-8e7a-e6bf8f341964,AG0045,Commercial,General Liability,2021-03-05,2022-03-05,2026-03-05,1.0,6080.96,506.75,Semi-Annual,Check,73,Cancelled,B+,66,False,True,15,912.14,5168.82,False,2021-03-25,
POL005281,ea8cf00c-c4a3-4f44-b865-abbff1b54e7f,AG0059,Professional Liability,IT,2025-05-15,2026-05-15,2026-05-15,1.0,3072.46,256.04,Semi-Annual,Check,65,Active,C,82,False,False,0,0.0,3072.46,True,2025-05-28,
POL005282,5ebf40c2-36af-497b-9b0d-2bc561ae0b18,AG0009,Business Liability,Product,2025-03-21,2026-03-21,2026-03-21,1.0,8424.48,702.04,Semi-Annual,Bank Transfer,100,Active,D,85,False,False,0,0.0,8424.48,False,2025-05-19,
POL005283,f724b1a9-e516-49b1-84ee-5e2f4e5ef6c1,AG0054,Life,Universal,2024-11-21,2039-11-21,2039-11-21,15.0,2450.99,204.25,Annual,Check,74,Active,C,87,False,True,15,367.65,2083.34,False,2025-05-27,
POL005284,9127a06a-9e30-42aa-92e4-9f8116293a54,AG0086,Auto,Full Coverage,2023-03-04,2024-03-03,2026-03-03,1.0,2036.42,169.7,Annual,Bank Transfer,100,Lapsed,A,55,True,True,22,448.01,1588.41,True,2024-07-26,
POL005285,8ee36aee-ce25-4a5f-b978-46b076a4f8ff,AG0018,Professional Liability,Consulting,2021-01-18,2022-01-18,2026-01-18,1.0,3674.31,306.19,Semi-Annual,Online Payment,93,Active,B,81,False,True,10,367.43,3306.88,True,2024-06-08,Find use send history. Television tend certain.
POL005286,057b6272-e2bb-4505-93c2-89b777ba9180,AG0046,Renters,Basic,2022-05-09,2023-05-09,2026-05-08,1.0,1399.39,116.62,Quarterly,Credit Card,92,Active,A,81,False,False,0,0.0,1399.39,True,2022-07-13,Minute each attorney. Will security one contain traditional. Appear step property main doctor.
POL005287,11498d73-442c-47b5-97af-984b6008bcc6,AG0018,Home,Custom,2023-10-19,2024-10-18,2025-10-18,1.0,2800.84,233.4,Semi-Annual,Credit Card,71,Lapsed,C,96,False,False,0,0.0,2800.84,True,2024-07-03,
POL005288,0017c2b6-bb19-4a4c-bd1e-368399ef6662,AG0095,Health,Individual,2020-10-21,2021-10-21,2025-10-21,1.0,16934.2,1411.18,Monthly,Credit Card,80,Active,C,66,True,False,5,846.71,16087.49,True,2021-11-29,Level door loss range true. Firm maybe accept you into movement. Such she you return baby customer.
POL005289,213192c8-70bc-4788-87cc-869a6ec0bde4,AG0045,Home,Basic,2021-09-24,2022-09-24,2025-09-23,1.0,2953.75,246.15,Semi-Annual,Online Payment,82,Active,C+,83,False,False,0,0.0,2953.75,False,2024-10-26,Three design trial. Collection sort number affect research.
POL005290,b3407b69-adff-4e24-91c8-cebfa4cd38d4,AG0010,Auto,Comprehensive,2020-12-12,2021-12-12,2025-12-12,1.0,2971.27,247.61,Semi-Annual,Credit Card,76,Renewed,B,76,False,False,3,89.14,2882.13,False,2024-12-06,
POL005291,074a69b0-e5c1-4bf8-8e15-f75bdd9cdb7b,AG0025,Life,Variable,2024-11-07,2044-11-07,2044-11-07,20.0,2533.36,211.11,Semi-Annual,Check,76,Active,B,64,False,True,10,253.34,2280.02,True,2025-05-17,
POL005292,57f7989d-89aa-4270-ac11-08ebe79c9554,AG0079,Auto,Liability Only,2023-05-28,2024-05-27,2026-05-27,1.0,1817.49,151.46,Semi-Annual,Bank Transfer,62,Active,C+,55,False,False,0,0.0,1817.49,True,2024-07-10,
POL005293,049cb449-b0d6-404c-b90e-a910137b7417,AG0091,Renters,Basic,2020-11-01,2021-11-01,2025-11-01,1.0,1437.3,119.78,Annual,Check,97,Active,B+,69,False,False,0,0.0,1437.3,True,2022-02-03,
POL005294,03a8ffce-4058-4bd0-85f9-876de6eb009f,AG0052,Home,Basic,2022-02-17,2023-02-17,2026-02-16,1.0,2058.34,171.53,Annual,Check,23,Active,A+,76,True,False,7,144.08,1914.26,True,2023-11-03,Past system above none. Within ask help visit manage run.
POL005295,bdae01d1-c77d-4876-bcec-cb724a2de0a2,AG0065,Commercial,Professional Liability,2025-03-18,2025-09-16,2025-09-16,0.5,9982.0,831.83,Annual,Online Payment,80,Pending,A+,49,False,False,0,0.0,9982.0,False,2025-03-19,
POL005296,7a8cada4-85ea-4ba1-9797-54fd2a03c5fc,AG0125,Renters,Basic,2024-11-29,2025-05-30,2025-11-28,0.5,662.05,55.17,Semi-Annual,Credit Card,62,Renewed,B+,61,True,True,18,119.17,542.88,False,2025-05-22,Author food girl. Meet community middle modern cost many.
POL005297,b52f91b8-19e9-4fc0-995f-5474f4e36a2a,AG0121,Renters,Basic,2021-02-02,2022-02-02,2026-02-02,1.0,980.42,81.7,Monthly,Credit Card,63,Active,B,86,False,False,0,0.0,980.42,False,2022-09-05,Follow exist body old travel cultural movement.
POL005298,314ab0cc-a2d8-432f-b1fb-0a77e127ba53,AG0067,Home,Basic,2021-11-11,2022-11-11,2025-11-10,1.0,3005.35,250.45,Quarterly,Credit Card,72,Active,B+,66,False,False,0,0.0,3005.35,True,2023-03-13,
POL005299,779dcd14-7195-44c0-8437-23f609bc829b,AG0104,Life,Variable,2021-11-09,2026-11-09,2026-11-09,5.0,1706.95,142.25,Annual,Online Payment,91,Active,C,77,False,False,0,0.0,1706.95,False,2025-02-21,Tend democratic upon yeah. Follow important with pass state morning.
POL005300,c277ddfc-fdfd-4421-b212-029f9474d70c,AG0144,Commercial,General Liability,2021-12-06,2022-12-06,2025-12-05,1.0,4455.57,371.3,Semi-Annual,Credit Card,48,Active,C,64,True,False,5,222.78,4232.79,True,2024-03-30,
POL005301,5368b47a-1200-420c-b887-6928f18f36e8,AG0045,Health,Individual,2021-05-26,2022-05-26,2026-05-26,1.0,12199.3,1016.61,Quarterly,Credit Card,79,Active,C,60,True,False,2,243.99,11955.31,False,2025-04-22,
POL005302,fbdee7a2-a49e-420b-be9f-626bf4db5818,AG0094,Business Liability,General,2020-10-14,2021-10-14,2025-10-14,1.0,6983.42,581.95,Annual,Credit Card,100,Active,A+,73,True,False,2,139.67,6843.75,True,2025-04-09,Put growth keep. Pm what focus east. Magazine voice page decision.
POL005303,ef47eafe-5a4d-4a1f-b4b0-c8f1285a08f5,AG0083,Umbrella,Extended,2023-03-04,2024-03-03,2026-03-03,1.0,928.87,77.41,Monthly,Online Payment,63,Active,B,58,True,False,5,46.44,882.43,True,2023-03-12,Already country watch. Cause wife system doctor page player own play. The world eat.
POL005304,e7040766-484e-4445-8e20-c5fba4f9180a,AG0034,Commercial,General Liability,2020-06-22,2021-06-22,2025-06-22,1.0,5876.57,489.71,Annual,Online Payment,88,Pending,A+,64,False,True,10,587.66,5288.91,True,2020-09-14,
POL005305,d59820ae-c93c-4de5-b0be-539bd11b89e1,AG0131,Business Liability,General,2023-06-08,2024-06-07,2025-06-07,1.0,8334.79,694.57,Monthly,Bank Transfer,80,Active,A,58,True,True,15,1250.22,7084.57,True,2024-08-06,
POL005306,6edd35cb-b144-46f3-8688-113337b6cc09,AG0107,Auto,Comprehensive,2020-08-05,2021-08-05,2025-08-05,1.0,1871.58,155.96,Semi-Annual,Credit Card,76,Active,C,64,False,False,0,0.0,1871.58,True,2022-01-09,View firm relate. Subject need entire seat he thus. Once majority former Mrs key thus painting.
POL005307,1d3137a0-6dda-471b-a1d4-407c48fb9d38,AG0081,Health,Individual,2024-10-25,2025-10-25,2025-10-25,1.0,6792.29,566.02,Annual,Credit Card,70,Renewed,B,62,False,True,15,1018.84,5773.45,False,2025-04-04,Move through enjoy describe rather. Range model president activity follow.
POL005308,0ceb61fe-253b-40a5-a165-d20bf828405d,AG0128,Auto,Third Party,2025-04-06,2026-04-06,2026-04-06,1.0,3585.51,298.79,Quarterly,Check,90,Cancelled,A+,66,True,False,7,250.99,3334.52,False,2025-04-15,College field foot back act pretty. Size represent recent behind strong record.
POL005309,27d32aff-11a6-4cb9-bac9-c59d47c21bb1,AG0049,Professional Liability,Medical,2024-08-24,2025-08-24,2025-08-24,1.0,4592.42,382.7,Monthly,Credit Card,72,Active,A,70,False,False,0,0.0,4592.42,False,2025-03-25,
POL005310,d86b06d1-7866-4d5c-88da-f3a1850445f6,AG0081,Renters,Premium,2024-04-23,2025-04-23,2026-04-23,1.0,1100.55,91.71,Semi-Annual,Credit Card,99,Active,D,82,False,False,0,0.0,1100.55,False,2024-09-30,
POL005311,72cfb292-1a1e-4fa4-bb7c-c7b38eeb55f7,AG0122,Professional Liability,Consulting,2024-09-09,2025-09-09,2025-09-09,1.0,4845.59,403.8,Quarterly,Online Payment,86,Renewed,A,53,False,False,3,145.37,4700.22,False,2024-12-01,Couple strong base main different owner stop. Available who its born.
POL005312,511b61c3-a903-4893-9333-8f17a13922b1,AG0024,Business Liability,Professional,2021-03-06,2022-03-06,2026-03-06,1.0,4702.01,391.83,Annual,Credit Card,65,Renewed,C+,86,False,False,5,235.1,4466.91,True,2024-03-01,
POL005313,69576d59-7f8d-4c03-8e37-b6087c5de618,AG0144,Renters,Custom,2025-01-09,2026-01-09,2026-01-09,1.0,857.67,71.47,Semi-Annual,Credit Card,57,Active,D,73,False,True,10,85.77,771.9,False,2025-02-19,Interview coach six sit difficult unit high. Just deep life.
POL005314,0745bc08-17fb-47eb-8138-b5a36add02b2,AG0118,Life,Term,2021-09-27,2046-09-27,2046-09-27,25.0,1943.3,161.94,Semi-Annual,Credit Card,59,Active,A,60,False,True,15,291.5,1651.8,True,2024-02-25,
POL005315,50807bdd-87a0-4495-9160-e53194e8809c,AG0025,Auto,Third Party,2023-06-24,2023-12-23,2025-06-22,0.5,3453.53,287.79,Annual,Bank Transfer,100,Active,D,80,True,False,5,172.68,3280.85,True,2024-07-24,Cell couple increase company cup affect majority. Staff lose table sea. Party word speech.
POL005316,6b81bddb-4cf4-4dd9-b497-dba01a3ab2d9,AG0082,Auto,Comprehensive,2021-10-29,2022-10-29,2025-10-28,1.0,2225.14,185.43,Quarterly,Bank Transfer,89,Active,A,81,False,True,15,333.77,1891.37,False,2022-10-01,Agree discuss feeling product approach check trouble. City choose no.
POL005317,bae60232-cd6b-4364-8fc1-00a5e2ee0f72,AG0065,Health,Family,2022-08-03,2023-08-03,2025-08-02,1.0,15208.02,1267.34,Quarterly,Online Payment,72,Active,D,63,True,False,2,304.16,14903.86,False,2023-02-20,
POL005318,bf78e23e-6f0d-4f05-94bd-6ad31cccd910,AG0062,Renters,Custom,2024-10-19,2025-10-19,2025-10-19,1.0,725.81,60.48,Annual,Check,68,Active,A+,69,True,True,10,72.58,653.23,False,2024-11-07,
POL005319,639be03f-c99d-479d-a4be-975184d5f05e,AG0120,Umbrella,Extended,2022-07-18,2023-07-18,2025-07-17,1.0,1078.57,89.88,Quarterly,Check,100,Active,C,55,False,False,0,0.0,1078.57,True,2025-05-29,Eat enjoy test central. Sound ever amount drive as decade.
POL005320,5d95632a-2d34-47c1-9b8e-836ffdf2e17a,AG0105,Renters,Basic,2021-02-09,2021-08-10,2025-08-10,0.5,664.51,55.38,Semi-Annual,Online Payment,66,Active,A+,61,False,False,0,0.0,664.51,True,2022-12-03,Inside move member house her. She think note.
POL005321,51754860-28df-4648-a8a2-591508a87d88,AG0016,Life,Variable,2021-06-30,2051-06-30,2051-06-30,30.0,2370.67,197.56,Semi-Annual,Credit Card,90,Active,B+,94,True,True,7,165.95,2204.72,True,2024-11-12,Level pattern trade camera class. Those health the today agreement easy. Science sing choice local.
POL005322,ca5ded38-8aea-4bb5-8b51-d9def516b26f,AG0045,Home,Custom,2022-08-02,2023-08-02,2025-08-01,1.0,3994.3,332.86,Annual,Credit Card,79,Active,B,76,False,False,0,0.0,3994.3,True,2024-05-22,
POL005323,320d46c5-067e-4999-8afb-3e8001db43eb,AG0098,Umbrella,Standard,2021-04-08,2021-10-07,2025-10-07,0.5,1414.97,117.91,Monthly,Check,76,Active,B,77,False,True,15,212.25,1202.72,False,2023-10-05,
POL005324,95abfcc2-b34e-4cff-8e0f-9f7de8fd36f7,AG0134,Auto,Full Coverage,2020-11-12,2021-11-12,2025-11-12,1.0,2854.78,237.9,Annual,Credit Card,86,Active,B,77,False,False,0,0.0,2854.78,False,2024-05-23,
POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,AG0100,Renters,Custom,2022-03-13,2023-03-13,2026-03-12,1.0,877.27,73.11,Monthly,Online Payment,82,Active,B+,81,False,False,0,0.0,877.27,True,2022-06-17,
POL005326,b14d0e7a-d999-4d12-8ae6-b5b23d97e78d,AG0081,Business Liability,Professional,2024-08-21,2025-08-21,2025-08-21,1.0,5357.81,446.48,Annual,Bank Transfer,48,Active,C+,72,False,False,0,0.0,5357.81,False,2025-05-24,
POL005327,c2b613a7-c42d-430b-b5f5-65d3c9d2e10c,AG0007,Renters,Custom,2025-05-26,2026-05-26,2026-05-26,1.0,686.07,57.17,Monthly,Credit Card,79,Lapsed,B,76,True,True,15,102.91,583.16,True,2025-05-29,
POL005328,206a4f71-6205-495f-a492-6175074cf7cf,AG0142,Business Liability,Professional,2024-02-06,2025-02-05,2026-02-05,1.0,5763.2,480.27,Semi-Annual,Check,72,Active,C,73,False,True,5,288.16,5475.04,False,2024-11-11,
POL005329,fbf8eaa9-3d0e-41d6-be61-e6994447d0c2,AG0085,Home,Basic,2021-06-19,2021-12-18,2025-06-18,0.5,4380.45,365.04,Semi-Annual,Bank Transfer,64,Cancelled,A,50,True,True,17,744.68,3635.77,False,2022-07-31,
POL005330,cd1636af-f212-4c39-ab8f-f37f16e4c548,AG0034,Renters,Custom,2024-04-10,2024-10-09,2025-10-09,0.5,1315.05,109.59,Semi-Annual,Check,89,Active,A,58,False,False,0,0.0,1315.05,True,2025-04-16,
POL005331,843c57fa-6c7a-4e2e-83ed-bd7cce881a69,AG0004,Business Liability,Product,2022-08-03,2023-08-03,2025-08-02,1.0,6008.58,500.72,Monthly,Credit Card,72,Active,A+,63,True,True,17,1021.46,4987.12,False,2025-04-20,
POL005332,751413b1-7d6f-4640-82b3-1ee06895b186,AG0117,Home,Premium,2023-12-31,2024-12-30,2025-12-30,1.0,4081.03,340.09,Semi-Annual,Check,98,Active,C,71,False,True,5,204.05,3876.98,False,2024-06-23,
POL005333,0ae5c804-cf47-42af-b21c-75d70e0a93b0,AG0102,Commercial,Business Interruption,2020-12-28,2021-12-28,2025-12-28,1.0,6681.05,556.75,Annual,Bank Transfer,70,Active,C,80,False,True,5,334.05,6347.0,True,2022-12-18,War surface wide. Drive mention relate well record need.
POL005334,02fb91f6-9770-4a91-ab80-6b8083649f78,AG0082,Life,Universal,2023-10-09,2028-10-08,2028-10-08,5.0,2016.98,168.08,Monthly,Online Payment,100,Cancelled,B+,76,False,False,0,0.0,2016.98,True,2025-04-18,
POL005335,8e029aa3-c7c0-4d11-8f1c-50e6070f1be1,AG0057,Commercial,Business Interruption,2023-11-15,2024-11-14,2025-11-14,1.0,4766.28,397.19,Quarterly,Check,69,Active,C,80,False,True,5,238.31,4527.97,True,2024-12-30,Seem fly PM.
POL005336,3ae832c0-9956-4a28-886a-68dd2bbecf1f,AG0041,Health,Family,2022-11-23,2023-11-23,2025-11-22,1.0,8843.17,736.93,Quarterly,Check,51,Pending,D,72,False,False,0,0.0,8843.17,True,2025-03-21,Have general order then item under. Different sense actually. Among simple window vote.
POL005337,a6579c6c-476d-4f94-be77-376fbdef5da6,AG0019,Business Liability,General,2023-12-01,2024-11-30,2025-11-30,1.0,5877.37,489.78,Monthly,Online Payment,100,Active,D,73,False,False,0,0.0,5877.37,False,2024-04-08,
POL005338,a0cf0ade-dfa3-465b-a6f4-b7302ac393a2,AG0006,Commercial,Business Interruption,2023-05-26,2024-05-25,2026-05-25,1.0,7238.05,603.17,Annual,Credit Card,76,Active,C+,72,False,False,0,0.0,7238.05,False,2024-09-19,
POL005339,25852ba3-4aec-45de-8977-2d779f5e1811,AG0067,Renters,Custom,2020-06-28,2021-06-28,2025-06-28,1.0,700.84,58.4,Annual,Online Payment,69,Active,D,75,False,True,15,105.13,595.71,True,2023-10-01,
POL005340,b2f826d4-db71-4bfa-a1d2-494391aca6cf,AG0121,Life,Universal,2023-08-19,2043-08-19,2043-08-19,20.0,2087.39,173.95,Semi-Annual,Check,86,Active,D,68,True,False,5,104.37,1983.02,True,2023-11-21,Garden decide protect law institution factor.
POL005341,059b54a2-217d-45ad-a522-93f8c9d0d643,AG0148,Business Liability,Professional,2024-10-28,2025-10-28,2025-10-28,1.0,5377.56,448.13,Quarterly,Credit Card,37,Active,C+,77,False,True,15,806.63,4570.93,False,2024-11-26,
POL005342,345429ce-83e7-4f37-8aea-9862b3cbc701,AG0009,Home,Basic,2024-06-14,2025-06-14,2025-06-14,1.0,5746.73,478.89,Semi-Annual,Check,100,Active,A,67,False,False,0,0.0,5746.73,True,2024-11-15,Camera name Mr keep our save. We knowledge defense cultural design head friend thousand.
POL005343,549fbc13-6253-48db-8f02-db942ae09615,AG0055,Auto,Full Coverage,2020-07-26,2021-07-26,2025-07-26,1.0,2029.81,169.15,Quarterly,Online Payment,52,Renewed,B,80,False,False,5,101.49,1928.32,True,2023-11-07,
POL005344,af04a5bf-fab4-4bcd-a883-976ac4c7a896,AG0096,Health,Family,2024-04-21,2025-04-21,2026-04-21,1.0,12777.06,1064.75,Quarterly,Check,100,Active,C,78,True,False,2,255.54,12521.52,True,2025-03-04,Store executive create I. Moment visit on join what save. Window window end company authority.
POL005345,001a0a8b-a3ab-496b-9b08-ebcce76be000,AG0053,Umbrella,Extended,2024-10-13,2025-10-13,2025-10-13,1.0,1627.02,135.58,Quarterly,Check,100,Active,A+,81,False,True,10,162.7,1464.32,True,2025-01-04,
POL005346,849ee17a-40b7-43a2-9fe9-ddde18206aba,AG0023,Professional Liability,IT,2024-09-30,2025-03-31,2025-09-29,0.5,4153.14,346.1,Monthly,Online Payment,85,Active,A+,65,True,True,22,913.69,3239.45,False,2025-01-22,Doctor sit focus gas room wall. In through list himself.
POL005347,a77248c1-919b-4551-ab63-871f0e79fe32,AG0007,Health,Group,2020-08-28,2021-08-28,2025-08-28,1.0,10940.61,911.72,Semi-Annual,Check,79,Active,D,71,False,True,15,1641.09,9299.52,False,2021-09-15,
POL005348,3114f71f-c419-483c-99c7-5d17d64e0143,AG0042,Life,Term,2025-01-02,2045-01-02,2045-01-02,20.0,2595.19,216.27,Monthly,Online Payment,74,Lapsed,C+,68,True,False,7,181.66,2413.53,True,2025-05-22,
POL005349,3d4ba85c-3a08-42d3-902a-791e09e06eb5,AG0113,Life,Universal,2024-07-27,2054-07-27,2054-07-27,30.0,2473.31,206.11,Annual,Online Payment,78,Renewed,B+,56,False,False,3,74.2,2399.11,True,2025-01-09,Heavy relate add senior play. Year wide open though. Kitchen center how left yet member hundred.
POL005350,9216c7ad-44fc-44cd-a21f-df37332259d5,AG0106,Commercial,General Liability,2021-05-31,2022-05-31,2025-05-30,1.0,10076.14,839.68,Annual,Online Payment,87,Active,A+,61,False,False,0,0.0,10076.14,False,2025-05-28,
POL005351,a7fe1a95-ed8e-4b26-9c0f-8161397c7d3e,AG0130,Business Liability,Professional,2021-07-21,2022-07-21,2025-07-20,1.0,6328.12,527.34,Annual,Online Payment,71,Active,B+,75,False,True,15,949.22,5378.9,False,2024-01-09,Statement age as by other job. Lead thus call Congress. Build control human whether woman new step.
POL005352,919077e6-454a-4fd8-9544-34cd5ff1ca1b,AG0007,Health,Family,2023-10-24,2024-10-23,2025-10-23,1.0,14562.19,1213.52,Monthly,Bank Transfer,61,Active,B+,48,False,False,0,0.0,14562.19,False,2024-07-12,
POL005353,c295cbab-810c-44ef-b0ee-c7d9818bbe2d,AG0001,Business Liability,General,2023-03-06,2023-09-04,2025-09-03,0.5,6287.04,523.92,Semi-Annual,Credit Card,69,Active,B,54,False,True,15,943.06,5343.98,False,2023-08-28,Turn open doctor. Director seem hour another other. Son woman sport reason building.
POL005354,4624549e-c8a9-4d48-824c-3a523a85256c,AG0133,Umbrella,Extended,2024-09-20,2025-09-20,2025-09-20,1.0,1604.92,133.74,Semi-Annual,Bank Transfer,85,Active,A+,58,False,True,5,80.25,1524.67,False,2025-03-06,
POL005355,8dce03d7-da9c-4421-ad67-f7f3d10e07fb,AG0052,Umbrella,Standard,2023-11-08,2024-11-07,2025-11-07,1.0,2105.74,175.48,Monthly,Credit Card,97,Active,A,71,True,True,12,252.69,1853.05,True,2024-12-05,Second see pretty reality suggest treatment walk. Wall civil run issue.
POL005356,682a0a05-6183-47ec-bab2-faffbfce8494,AG0006,Commercial,Professional Liability,2021-02-21,2022-02-21,2026-02-21,1.0,7772.64,647.72,Annual,Bank Transfer,75,Active,D,48,True,True,10,777.26,6995.38,True,2022-11-14,Sort development believe throw. Fact risk growth.
POL005357,42e8cf8b-885d-4c1d-a0d1-a77a4afdf7c0,AG0053,Auto,Third Party,2025-04-14,2026-04-14,2026-04-14,1.0,3093.05,257.75,Annual,Online Payment,77,Pending,D,71,True,True,15,463.96,2629.09,True,2025-05-01,
POL005358,867930d9-3cf4-4f93-8962-b877834e7252,AG0083,Business Liability,Professional,2022-02-05,2023-02-05,2026-02-04,1.0,4542.65,378.55,Annual,Bank Transfer,55,Active,C,73,True,False,7,317.99,4224.66,True,2022-04-08,
POL005359,f21175c2-24f1-4c87-b90a-19f6c3abe619,AG0082,Commercial,Property,2023-05-17,2024-05-16,2026-05-16,1.0,5207.5,433.96,Quarterly,Bank Transfer,69,Cancelled,B+,69,False,True,10,520.75,4686.75,False,2023-06-27,Strategy according certainly. Enter talk shake lose wrong.
POL005360,6053b61d-56f4-4a2a-8d75-bdcc1a3a8a4c,AG0076,Business Liability,Professional,2023-10-08,2024-10-07,2025-10-07,1.0,5051.15,420.93,Quarterly,Online Payment,75,Active,C,66,True,False,5,252.56,4798.59,False,2025-01-23,
POL005361,4ed7d1f8-f5da-4d08-8fa3-3ec6cc138671,AG0142,Auto,Liability Only,2023-09-09,2024-09-08,2025-09-08,1.0,2186.63,182.22,Semi-Annual,Online Payment,78,Active,D,70,False,False,0,0.0,2186.63,False,2025-05-04,
POL005362,00f79655-9e39-43fa-87ad-344878a16778,AG0035,Professional Liability,IT,2021-09-20,2022-09-20,2025-09-19,1.0,5695.7,474.64,Annual,Bank Transfer,82,Active,C+,65,False,False,0,0.0,5695.7,False,2025-04-01,Middle find at system how hit. Price power design rule whose great speak.
POL005363,a7b71aad-a8af-405b-946f-a0f9cacaf1fe,AG0025,Professional Liability,Medical,2022-12-18,2023-06-18,2025-06-17,0.5,4240.61,353.38,Annual,Online Payment,59,Active,A+,63,False,True,15,636.09,3604.52,False,2023-07-29,
POL005364,bfef600b-372e-4ef4-8ea7-cadfaa55231f,AG0119,Auto,Third Party,2023-04-17,2024-04-16,2026-04-16,1.0,1851.28,154.27,Annual,Check,96,Active,A+,83,True,True,12,222.15,1629.13,True,2025-02-09,
POL005365,ca9a0c6f-f1fb-429e-9a4d-1eb98028a986,AG0150,Umbrella,Standard,2023-09-19,2024-09-18,2025-09-18,1.0,1499.57,124.96,Quarterly,Credit Card,93,Cancelled,A,87,False,False,0,0.0,1499.57,False,2023-10-31,
POL005366,92e79a41-ce27-4ab4-86fa-82ea9e48f054,AG0095,Business Liability,Professional,2023-07-29,2024-07-28,2025-07-28,1.0,6432.56,536.05,Monthly,Check,68,Active,C+,75,True,True,22,1415.16,5017.4,False,2025-02-12,
POL005367,08193861-78a7-4d9c-ba81-d244e426b5a3,AG0125,Commercial,Property,2024-02-17,2025-02-16,2026-02-16,1.0,9348.25,779.02,Annual,Credit Card,76,Renewed,C,79,False,False,5,467.41,8880.84,True,2024-07-31,Another law enjoy natural range. Sure lose they development teach town most.
POL005368,29393ed5-92b4-4a75-8432-76842f99c307,AG0040,Business Liability,Professional,2023-06-06,2024-06-05,2025-06-05,1.0,6641.01,553.42,Annual,Online Payment,70,Pending,A,73,False,False,0,0.0,6641.01,False,2023-07-29,
POL005369,d7133943-23a6-4423-9f90-e045ed841ead,AG0094,Life,Variable,2024-07-11,2034-07-11,2034-07-11,10.0,2236.0,186.33,Monthly,Credit Card,76,Active,C+,78,False,False,0,0.0,2236.0,True,2025-01-03,Upon long father guess throughout. Industry spend walk difference how parent ability.
POL005370,44eee398-7b7b-4c97-924a-85684b3c167a,AG0018,Renters,Premium,2023-02-15,2024-02-15,2026-02-14,1.0,1189.33,99.11,Quarterly,Check,84,Active,C+,73,False,False,0,0.0,1189.33,True,2023-03-30,
POL005371,999590ce-caba-4044-8364-6b4a33aa83db,AG0085,Professional Liability,Consulting,2022-09-10,2023-03-11,2025-09-09,0.5,6200.09,516.67,Semi-Annual,Credit Card,76,Active,A,74,True,True,7,434.01,5766.08,False,2024-07-06,Truth artist whose peace fund sometimes. Throw maintain tax special build memory once.
POL005372,08333a48-3e48-4f3a-bb63-7f2a036f703e,AG0037,Health,Individual,2024-09-06,2025-09-06,2025-09-06,1.0,12619.73,1051.64,Monthly,Check,99,Active,A,51,False,True,10,1261.97,11357.76,False,2025-05-17,
POL005373,807ca727-b78f-48bd-abbd-9926f60f6848,AG0021,Renters,Premium,2021-06-10,2021-12-09,2025-06-09,0.5,890.33,74.19,Monthly,Check,60,Active,C+,80,False,True,5,44.52,845.81,True,2022-10-23,American identify change such bed heavy. Against remember low direction ten off.
POL005374,643bc19f-cc71-4727-a03f-a2053256a878,AG0095,Home,Premium,2023-05-29,2024-05-28,2026-05-28,1.0,3867.72,322.31,Semi-Annual,Online Payment,79,Active,B,75,False,False,0,0.0,3867.72,True,2024-03-14,
POL005375,c215a7a7-2cfd-4ef0-9ddf-1cd312e3e337,AG0045,Business Liability,General,2021-12-23,2022-12-23,2025-12-22,1.0,7530.08,627.51,Annual,Credit Card,85,Active,C,74,False,False,0,0.0,7530.08,False,2024-03-07,
POL005376,0d6c61fb-cdf4-4887-a0a2-803ef240c1ca,AG0148,Commercial,Property,2020-09-15,2021-09-15,2025-09-15,1.0,6036.87,503.07,Semi-Annual,Check,66,Active,D,79,False,False,0,0.0,6036.87,False,2024-08-21,
POL005377,57da8384-b150-4cb2-ac59-646c86c3652a,AG0145,Renters,Premium,2025-05-24,2026-05-24,2026-05-24,1.0,1241.31,103.44,Monthly,Check,75,Active,C,66,False,False,0,0.0,1241.31,True,2025-05-28,
POL005378,210f3e54-d00b-43a4-a209-7e575d561ef1,AG0032,Renters,Premium,2025-05-23,2026-05-23,2026-05-23,1.0,967.71,80.64,Annual,Credit Card,85,Active,A,79,True,True,12,116.13,851.58,True,2025-05-24,Floor boy career here public born. Whether character wonder expert.
